source_type,threat_type,asset_criticality,integrity_change,wazuh_rule_level,suricata_severity,failed_logins_1m,failed_logins_5m,unique_ports_1m,repeated_event_count,time_window_density,recurrence_history,new_user_created,off_hours,privileged_account,blacklisted_ip,label
suricata,port_scan,medium,none,0,2,0,0,25,9,7,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,medium,important,5,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,4,4,2,1,1,1,0,High
suricata,port_scan,high,none,0,2,0,0,14,3,5,0,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,20,9,4,1,0,0,0,0,Medium
wazuh,file_integrity,low,none,2,0,0,0,0,2,1,0,0,0,0,0,Low
suricata,normal,medium,none,0,1,1,2,5,0,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,21,4,6,2,0,0,0,0,Medium
wazuh,file_integrity,high,important,6,0,0,0,0,2,3,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,normal,critical,none,5,1,3,3,2,2,1,0,1,1,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,7,1,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,10,0,0,0,0,4,3,2,1,0,0,0,High
wazuh,file_integrity,low,important,6,0,0,0,0,2,1,0,0,1,0,0,Medium
wazuh,brute_force,high,none,11,0,28,23,1,5,3,4,0,1,0,1,High
suricata,port_scan,low,none,0,2,0,0,10,5,2,0,0,0,0,0,Low
wazuh,file_integrity,low,none,4,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,7,0,4,17,0,5,3,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,67,9,9,2,0,1,0,1,High
wazuh,normal,low,none,0,1,0,2,1,0,1,0,0,0,0,0,Low
wazuh,file_integrity,medium,critical,11,0,0,0,0,4,4,4,0,1,0,0,High
suricata,port_scan,high,none,0,1,0,0,24,8,3,2,0,0,0,0,Medium
wazuh,file_integrity,critical,important,15,0,0,0,0,7,3,5,0,1,1,0,Critical
suricata,port_scan,critical,none,0,4,0,0,148,35,20,6,0,1,0,0,High
suricata,port_scan,low,none,0,1,0,0,6,1,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,1,2,0,1,0,0,0,Medium
wazuh,brute_force,low,none,6,0,4,1,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,10,0,32,54,1,9,4,4,0,1,1,0,High
wazuh,brute_force,medium,none,8,0,11,16,0,3,1,0,0,1,0,0,Medium
wazuh,file_integrity,low,important,9,0,0,0,0,3,2,2,0,0,0,0,Medium
wazuh,file_integrity,critical,important,13,0,0,0,0,8,6,8,0,0,1,0,Critical
wazuh,file_integrity,critical,critical,8,0,0,0,0,3,4,3,0,0,0,0,High
wazuh,brute_force,medium,none,7,0,7,18,0,2,2,1,0,1,0,0,Medium
wazuh,brute_force,critical,none,12,0,53,75,1,17,9,7,0,0,1,1,Critical
suricata,port_scan,high,none,0,1,0,0,17,10,7,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,10,0,0,0,0,3,3,1,1,0,0,0,High
wazuh,normal,low,none,2,0,2,0,1,1,0,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,7,1,3,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,7,0,0,0,0,5,4,1,0,1,0,0,High
wazuh,brute_force,low,none,2,0,1,8,0,3,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,low,none,8,0,3,13,1,4,4,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,11,0,0,0,0,4,2,4,1,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,16,8,4,2,0,0,0,0,Medium
wazuh,file_integrity,low,important,7,0,0,0,0,3,1,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,71,14,7,1,0,1,0,1,High
suricata,port_scan,critical,none,0,3,0,0,54,11,10,2,0,1,0,1,High
wazuh,brute_force,high,none,9,0,10,35,2,6,3,2,0,1,1,1,High
wazuh,brute_force,high,none,9,0,9,6,2,2,4,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,6,4,6,1,0,1,1,Critical
suricata,port_scan,high,none,0,2,0,0,23,10,3,0,0,0,0,0,Medium
wazuh,file_integrity,high,critical,10,0,0,0,0,3,2,2,0,0,0,0,High
wazuh,normal,high,none,6,2,3,2,6,3,2,0,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,68,16,9,2,0,1,0,1,High
suricata,port_scan,low,none,0,2,0,0,3,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,3,1,0,1,0,0,0,Medium
wazuh,file_integrity,medium,minor,4,0,0,0,0,2,1,0,0,0,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,5,0,0,0,0,2,1,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,12,7,1,3,1,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,11,0,0,0,0,4,2,4,1,0,0,0,High
suricata,port_scan,high,none,0,2,0,0,26,7,6,0,0,0,0,0,Medium
wazuh,brute_force,high,none,8,0,3,12,0,2,1,0,0,1,0,0,Medium
wazuh,brute_force,critical,none,13,0,48,78,0,9,6,5,0,0,1,0,Critical
wazuh,unauthorized_user_creation,high,none,14,0,0,0,0,4,2,6,1,0,1,1,Critical
suricata,normal,medium,none,3,0,2,1,4,0,0,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,28,10,3,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,33,19,7,4,0,1,0,1,High
wazuh,brute_force,medium,none,8,0,7,12,0,2,2,2,0,1,0,0,Medium
wazuh,file_integrity,high,important,7,0,0,0,0,5,4,3,0,0,0,0,High
wazuh,brute_force,low,none,5,0,2,7,0,1,1,0,0,0,0,0,Low
wazuh,brute_force,medium,none,9,0,7,20,1,6,4,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,29,5,2,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,24,10,3,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,189,38,15,4,0,1,0,1,High
wazuh,brute_force,low,none,6,0,1,8,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,22,7,4,1,0,0,0,0,Medium
wazuh,brute_force,high,none,9,0,24,32,1,9,3,3,0,0,1,0,High
suricata,port_scan,high,none,0,1,0,0,22,7,3,1,0,0,0,0,Medium
wazuh,brute_force,high,none,13,0,30,77,2,15,8,4,0,1,1,1,Critical
wazuh,file_integrity,medium,important,4,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,6,5,3,0,0,0,0,0,Low
wazuh,brute_force,low,none,8,0,8,19,1,6,2,0,0,0,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,2,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,4,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,2,1,3,1,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,19,10,6,1,0,0,0,0,Medium
wazuh,brute_force,high,none,10,0,22,54,1,6,7,1,0,1,0,0,High
wazuh,brute_force,high,none,9,0,32,46,0,4,7,3,0,1,1,0,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,medium,minor,9,0,0,0,0,1,1,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,2,3,0,1,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,7,1,1,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,11,0,0,0,0,8,6,6,0,1,0,0,Critical
wazuh,file_integrity,critical,important,8,0,0,0,0,2,2,1,0,0,0,0,High
wazuh,brute_force,medium,none,11,0,21,37,1,8,3,2,0,0,1,0,High
wazuh,brute_force,high,none,15,0,37,91,0,14,8,6,0,0,1,1,Critical
wazuh,file_integrity,critical,important,14,0,0,0,0,8,6,8,0,0,0,0,Critical
wazuh,file_integrity,medium,critical,7,0,0,0,0,2,3,3,0,1,0,0,High
wazuh,brute_force,low,none,3,0,4,4,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,26,4,5,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,3,5,1,4,2,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,low,none,5,0,11,17,2,6,2,1,0,0,0,0,Medium
wazuh,file_integrity,critical,important,15,0,0,0,0,3,3,5,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,14,10,4,0,0,0,0,0,Medium
wazuh,file_integrity,high,important,11,0,0,0,0,5,3,1,0,0,0,0,High
wazuh,file_integrity,high,critical,8,0,0,0,0,4,3,4,0,0,0,0,High
suricata,port_scan,high,none,0,2,0,0,9,9,3,0,0,0,0,0,Medium
wazuh,brute_force,low,none,3,0,1,5,0,2,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,45,15,10,4,0,1,0,1,High
wazuh,brute_force,low,none,6,0,2,3,0,2,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,125,22,19,5,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,54,19,11,4,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,2,3,0,1,1,0,0,Medium
wazuh,brute_force,medium,none,11,0,19,46,0,10,4,4,0,1,0,1,High
wazuh,file_integrity,high,important,11,0,0,0,0,5,2,1,0,0,0,0,High
wazuh,file_integrity,medium,important,9,0,0,0,0,1,1,0,0,0,0,0,Medium
wazuh,brute_force,high,none,12,0,18,20,2,6,6,4,0,0,1,1,High
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,high,none,8,0,22,41,1,8,3,3,0,1,0,0,High
wazuh,brute_force,medium,none,8,0,16,36,2,4,3,4,0,1,0,1,High
wazuh,unauthorized_user_creation,high,none,12,0,0,0,0,3,4,3,1,1,0,1,High
wazuh,file_integrity,low,none,3,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,file_integrity,low,important,7,0,0,0,0,3,1,1,0,0,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,4,1,4,0,0,0,0,0,Low
wazuh,file_integrity,low,important,8,0,0,0,0,1,2,2,0,0,0,0,Medium
wazuh,file_integrity,critical,important,9,0,0,0,0,5,3,2,0,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,18,6,6,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,4,0,0,141,32,15,6,0,1,0,1,High
suricata,port_scan,critical,none,0,4,0,0,151,30,18,8,0,0,0,0,High
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,1,3,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,4,4,3,1,0,1,1,High
wazuh,brute_force,medium,none,9,0,11,14,0,5,4,0,0,1,0,0,Medium
wazuh,brute_force,critical,none,13,0,55,74,0,8,9,4,0,1,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,2,0,0,1,0,0,0,Medium
wazuh,normal,critical,none,4,1,3,4,0,3,2,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,47,11,6,1,0,1,0,1,High
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,5,4,6,1,1,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,3,2,2,1,1,0,0,Medium
wazuh,brute_force,low,none,6,0,8,14,1,4,1,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,2,3,1,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,18,8,7,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,3,11,2,2,4,1,0,0,0,0,Medium
wazuh,file_integrity,high,minor,5,0,0,0,0,1,2,1,0,0,0,0,Medium
wazuh,brute_force,low,none,6,0,9,20,0,6,2,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,1,0,1,5,0,3,2,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,2,2,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,9,0,10,17,2,6,2,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,31,9,12,3,0,1,0,1,High
suricata,port_scan,critical,none,0,2,0,0,74,10,12,4,0,1,0,1,High
wazuh,file_integrity,low,none,2,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,6,0,11,18,0,3,2,1,0,0,0,0,Medium
wazuh,brute_force,high,none,11,0,17,55,0,5,3,4,0,0,0,1,High
wazuh,file_integrity,high,important,11,0,0,0,0,3,2,4,0,1,0,0,High
wazuh,brute_force,high,none,13,0,18,27,1,6,4,2,0,0,0,1,High
wazuh,file_integrity,critical,important,7,0,0,0,0,2,2,4,0,0,0,0,High
wazuh,brute_force,high,none,11,0,19,35,2,6,7,3,0,0,0,1,High
suricata,port_scan,medium,none,0,1,0,0,4,5,4,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,4,1,2,1,0,0,1,High
wazuh,brute_force,high,none,7,0,5,17,0,3,2,1,0,0,0,0,Medium
wazuh,file_integrity,medium,important,7,0,0,0,0,1,3,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,5,13,2,4,2,0,0,0,0,0,Medium
wazuh,brute_force,high,none,10,0,23,44,1,4,7,4,0,1,1,0,High
suricata,port_scan,critical,none,0,2,0,0,52,20,8,1,0,1,0,1,High
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,3,3,0,1,0,0,0,Medium
wazuh,file_integrity,critical,important,13,0,0,0,0,3,6,7,0,0,1,0,Critical
wazuh,file_integrity,low,minor,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,file_integrity,medium,minor,8,0,0,0,0,3,3,0,0,1,0,0,Medium
wazuh,file_integrity,critical,important,12,0,0,0,0,4,4,3,0,0,0,0,High
wazuh,unauthorized_user_creation,high,none,7,0,0,0,0,1,2,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,60,18,10,2,0,1,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,high,minor,9,0,0,0,0,1,1,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,9,5,0,5,4,0,0,0,0,0,Medium
wazuh,brute_force,high,none,8,0,34,39,1,10,6,4,0,0,0,0,High
suricata,port_scan,medium,none,0,2,0,0,25,9,4,1,0,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,2,3,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,40,11,7,2,0,0,0,1,High
wazuh,brute_force,critical,none,12,0,56,65,2,10,8,5,0,0,1,0,Critical
wazuh,brute_force,medium,none,6,0,12,10,0,4,4,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,4,5,6,1,1,1,0,Critical
wazuh,brute_force,low,none,3,0,4,5,0,1,1,0,0,0,0,0,Low
wazuh,normal,low,none,0,0,0,3,2,3,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,3,0,2,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,24,8,5,0,0,0,0,0,Medium
wazuh,brute_force,high,none,11,0,32,19,1,8,7,4,0,0,0,0,High
wazuh,file_integrity,critical,critical,8,0,0,0,0,2,3,2,0,1,0,0,High
wazuh,brute_force,high,none,10,0,32,51,1,8,3,2,0,0,1,1,High
wazuh,brute_force,high,none,12,0,51,60,1,15,9,7,0,1,1,0,Critical
suricata,port_scan,low,none,0,2,0,0,3,1,3,0,0,0,0,0,Low
wazuh,brute_force,high,none,8,0,12,19,2,3,3,1,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,8,0,0,0,0,3,4,2,0,1,0,0,Critical
wazuh,file_integrity,high,important,9,0,0,0,0,3,2,2,0,1,0,0,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,1,1,1,1,0,0,Medium
wazuh,file_integrity,high,important,12,0,0,0,0,3,3,4,0,0,0,0,High
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,high,none,13,0,46,110,2,10,6,6,0,1,1,0,Critical
wazuh,file_integrity,low,important,8,0,0,0,0,1,2,0,0,0,0,0,Medium
wazuh,normal,medium,none,3,0,2,1,5,0,2,0,0,0,0,0,Low
wazuh,file_integrity,medium,important,4,0,0,0,0,2,3,0,0,0,0,0,Medium
wazuh,brute_force,high,none,14,0,48,91,0,12,7,8,0,0,1,0,Critical
wazuh,file_integrity,low,important,7,0,0,0,0,2,2,1,0,1,0,0,Medium
wazuh,brute_force,low,none,2,0,3,5,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,9,0,0,0,0,3,4,1,0,1,0,0,High
suricata,normal,low,none,0,0,1,2,0,2,0,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,30,4,7,2,0,0,0,0,Medium
wazuh,file_integrity,high,minor,5,0,0,0,0,2,2,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,13,0,0,0,0,4,1,2,1,1,1,0,High
wazuh,file_integrity,critical,important,13,0,0,0,0,4,5,8,0,1,1,0,Critical
wazuh,file_integrity,high,important,7,0,0,0,0,1,3,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,medium,important,9,0,0,0,0,1,3,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,4,0,0,187,18,17,8,0,0,0,0,High
wazuh,brute_force,high,none,8,0,13,18,2,9,3,2,0,0,1,1,High
wazuh,file_integrity,critical,critical,11,0,0,0,0,8,5,7,0,1,1,0,Critical
wazuh,file_integrity,high,minor,7,0,0,0,0,1,2,1,0,0,0,0,Medium
wazuh,brute_force,low,none,5,0,11,17,2,5,3,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,17,5,5,1,0,0,0,0,Medium
wazuh,brute_force,high,none,9,0,28,29,0,9,5,1,0,1,1,0,High
suricata,port_scan,critical,none,0,3,0,0,79,19,10,4,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,3,2,1,1,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,8,3,4,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,3,4,4,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,3,5,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,4,1,4,1,1,0,1,High
suricata,port_scan,low,none,0,2,0,0,4,4,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,8,0,9,11,0,3,2,2,0,1,0,0,Medium
wazuh,normal,medium,none,1,1,1,0,5,3,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,31,17,9,3,0,0,0,1,High
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,8,0,6,8,2,2,4,0,0,0,0,0,Medium
wazuh,file_integrity,medium,minor,7,0,0,0,0,1,1,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,37,17,10,3,0,1,0,1,High
wazuh,brute_force,critical,none,10,0,23,50,2,4,5,3,0,1,0,0,High
wazuh,brute_force,critical,none,13,0,56,88,2,17,6,5,0,1,1,0,Critical
suricata,port_scan,critical,none,0,3,0,0,72,13,8,3,0,0,0,1,High
wazuh,brute_force,high,none,9,0,12,11,0,4,2,0,0,0,0,0,Medium
wazuh,file_integrity,low,important,8,0,0,0,0,1,2,1,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,7,8,1,2,1,2,0,0,0,0,Medium
wazuh,file_integrity,low,important,8,0,0,0,0,2,1,2,0,1,0,0,Medium
suricata,normal,low,none,0,1,0,1,0,0,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,11,6,6,2,0,0,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,2,0,0,0,0,0,0,Low
wazuh,file_integrity,high,important,9,0,0,0,0,5,3,3,0,0,0,0,High
suricata,normal,low,none,2,0,1,2,3,1,0,0,0,0,0,0,Low
wazuh,file_integrity,low,none,2,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,low,none,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,87,16,9,3,0,1,0,1,High
wazuh,brute_force,medium,none,8,0,5,10,0,2,2,2,0,1,0,0,Medium
wazuh,brute_force,critical,none,9,0,15,50,1,8,7,2,0,0,0,1,High
suricata,port_scan,medium,none,0,2,0,0,10,3,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,7,4,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,77,10,7,4,0,0,0,1,High
wazuh,file_integrity,critical,important,10,0,0,0,0,2,3,3,0,1,0,0,High
suricata,port_scan,high,none,0,1,0,0,9,4,6,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,4,3,4,1,1,0,0,High
wazuh,brute_force,high,none,12,0,44,71,2,12,6,4,0,1,1,0,Critical
wazuh,brute_force,critical,none,13,0,54,117,2,8,7,5,0,0,1,0,Critical
wazuh,brute_force,critical,none,9,0,15,43,0,5,4,2,0,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,30,6,6,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,normal,critical,none,5,2,0,3,2,2,1,0,0,1,0,0,Medium
wazuh,file_integrity,low,minor,6,0,0,0,0,3,1,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,86,13,11,1,0,0,0,1,High
wazuh,file_integrity,critical,critical,11,0,0,0,0,5,4,6,0,0,1,0,Critical
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,4,4,8,1,0,1,0,Critical
wazuh,brute_force,medium,none,6,0,6,13,2,4,2,0,0,0,0,0,Medium
wazuh,brute_force,high,none,6,0,6,14,2,3,4,0,0,0,0,0,Medium
wazuh,file_integrity,low,important,9,0,0,0,0,1,2,1,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,11,0,0,0,0,3,2,4,0,0,0,0,High
wazuh,file_integrity,critical,important,12,0,0,0,0,3,4,1,0,1,0,0,High
suricata,port_scan,medium,none,0,2,0,0,10,4,4,0,0,0,0,0,Low
wazuh,file_integrity,low,none,1,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,high,important,9,0,0,0,0,3,4,1,0,1,0,0,High
suricata,port_scan,critical,none,0,2,0,0,89,15,11,4,0,0,0,1,High
suricata,normal,low,none,0,1,0,1,2,2,1,0,0,0,0,0,Low
wazuh,brute_force,medium,none,5,0,8,10,0,5,1,0,0,0,0,0,Medium
wazuh,brute_force,low,none,6,0,12,10,1,3,3,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,11,0,0,0,0,3,3,1,1,0,0,1,High
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,9,10,2,1,0,0,0,0,Medium
wazuh,brute_force,high,none,11,0,29,22,0,4,3,4,0,1,0,1,High
wazuh,file_integrity,low,none,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,43,14,7,2,0,0,0,1,High
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,3,2,4,1,1,1,0,Critical
wazuh,brute_force,high,none,9,0,26,52,1,9,3,4,0,0,0,1,High
wazuh,file_integrity,medium,minor,5,0,0,0,0,3,2,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,2,1,0,1,1,0,0,Medium
wazuh,brute_force,high,none,13,0,33,47,1,9,7,4,0,0,0,1,High
suricata,port_scan,low,none,0,1,0,0,8,3,4,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,13,0,0,0,0,8,3,8,0,0,0,0,Critical
wazuh,file_integrity,high,important,14,0,0,0,0,3,5,7,0,1,1,0,Critical
wazuh,file_integrity,medium,important,5,0,0,0,0,1,2,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,112,20,20,5,0,0,0,0,Medium
wazuh,brute_force,critical,none,15,0,36,78,0,10,6,6,0,0,1,1,Critical
wazuh,brute_force,medium,none,9,0,7,11,1,6,2,0,0,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,24,3,4,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,46,15,12,1,0,1,0,1,High
wazuh,file_integrity,critical,important,12,0,0,0,0,4,4,3,0,1,0,0,High
suricata,port_scan,high,none,0,3,0,0,41,18,12,4,0,1,0,1,High
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,6,7,0,2,2,0,0,1,0,0,Medium
wazuh,brute_force,medium,none,6,0,7,15,1,3,2,1,0,1,0,0,Medium
wazuh,file_integrity,low,none,2,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,8,0,9,10,1,2,3,0,0,0,0,0,Medium
wazuh,brute_force,critical,none,14,0,33,99,1,12,10,5,0,1,1,0,Critical
wazuh,unauthorized_user_creation,low,none,7,0,0,0,0,1,2,0,1,0,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,3,1,2,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,75,12,12,3,0,0,0,1,High
wazuh,brute_force,high,none,8,0,28,29,1,4,3,3,0,0,1,0,High
wazuh,file_integrity,low,none,2,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,normal,low,none,0,0,2,0,2,0,0,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,13,0,0,0,0,7,6,5,0,0,1,0,Critical
wazuh,brute_force,medium,none,8,0,25,19,1,4,5,4,0,1,1,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,4,5,5,1,1,1,1,Critical
wazuh,unauthorized_user_creation,medium,none,13,0,0,0,0,2,2,1,1,0,0,1,High
wazuh,file_integrity,critical,important,11,0,0,0,0,2,3,1,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,2,1,2,1,1,0,0,Medium
wazuh,file_integrity,medium,important,7,0,0,0,0,3,3,2,0,0,0,0,Medium
